id,content,recommended,reviewer_segment
826de857-152d-5a28-ba6e-5e2b75cc6725,"Комбінезон Cleo. Я вагалася, чи замовляти свій звичайний розмір M, але дуже рада, що зробила це. Він сидить дуууже добре. Я все ж думаю, що він більше підходить для теплих днів, оскільки матеріал дуже тонкий. Він має трохи укорочену довжину і чудово виглядає з босоніжками та підборами. Мені не подобається, коли видно деталі бюстгальтера, тому я додам якусь застібку, щоб приховати бюстгальтер, або одягну дуже легкий топ під низ. Це була чудова покупка, особливо з урахуванням розпродажу.",1,fit_and_sizing
d24af7bc-5eb6-50c9-9eda-26067820cef5,"Занадто велика. Я замовила свій звичайний розмір M, і коли вона прибула, я подумала, що матеріал і крій гарні. Коли я її приміряла, вона була занадто великою в стегнах. Я виглядала досить комічно, як вона розширювалася по боках. Я повернула сукню.",0,fit_and_sizing
6b8a3934-73b8-5b23-9102-40e37178475f,"Fantastic jumpsuit This jumpsuit is a classic!!!!! i read the reviews where some were complaining about the buttons i did not have these issues (maybe because i have short fingernails). i like this jumpsuit because the style of it will be around for a long time. you can dress the jumpsuit up or down. i rarely pay full price but this jumpsuit is so great/fantastic, that i did not mind doing so. i strongly recommend this jumpsuit.",1,overall_wearability_and_value
712f6182-defc-5448-ac92-268451445c8a,"Красива, але... Я купила цей топ онлайн у смужку/з мереживом кольору слонової кістки. Сидить чудово і має гарну якість. (Зазвичай я ношу розмір S/розмір 4 у топах, і розмір S був ідеальним). Однак я виявила, що мереживна деталь кольору слонової кістки з боків знизу створювала ефект ""галіфе"". Недобре. На жаль, я її повертаю.",1,style_and_appearance
3cfa0da1-9c95-5415-96a0-43c8b5d88de1,"Вживу виглядає не дуже – як полуничний пиріг. Ця сукня виглядає чудово онлайн. Вживу рюші на рукавах набагато більші і стирчать, а сукня внизу робить вас схожою на полуничний пиріг. Занадто багато рюшів по всій грудях, і це не лестить. Візерунок вживу викликає запаморочення. Дуже тонка багатошарова сукня. За таку ціну матеріал і якість мали б бути кращими. Заощаджуйте свої гроші та витрати на доставку.",0,style_and_appearance
16f216fc-b8ea-59c6-a141-0e40e9b1c779,"Confidence-booster! I'm pear-shaped so my inclination is to always grab an a-line/fit-n-flare style dress or skirt. but for some reason this stood out to me and i'm glad i tried it on. i love this dress! i'm 5'9 with a longer torso and this still went down to my knees so it definitely works for taller girls. the cut is so flattering and, along with the thicker material, it gives me more of an hourglass shape that enhances my curves instead of making me want to camouflage them. i got my dress in a size 6 and it's tt",1,style_and_appearance
07b466b1-3d6f-5116-be0b-d60976668c30,"Я б сказала, що спідниця маломірить на два розміри. Зазвичай я ношу розмір M, і, ґрунтуючись на інших відгуках, купила розмір L. Я ледве змогла натягнути спідницю через стегна. Навіть якби вона підійшла по талії, вона була б занадто короткою для мене, а мій зріст 157 см. Це мила спідниця, але вона підходить для підлітка.",0,fit_and_sizing
54d59b26-7cdf-5f9b-b627-89e268a4a911,"A true winter sweater. I bought this sweater online and was surprised by how thick and fluffy it is. this is a warm and cozy sweater, more bulky than oversized. pattern has a comic book-style art look. it has raglan sleeves and a boxy cut and narrows a bit at the waist. cute, warm sweater for winter--wore with an undershirt.",1,material_and_quality
3be0328b-cfe8-5036-9a1a-a555cf5c1782,Adorable dress but different than pictured Agree with other reviewers that the dress doesn't look like the picture so retailerpligie should really change it out. however i'm keeping the dress since it does look cute on. definitely more yellow in it than you can see.,1,style_and_appearance
bba3f764-1075-5857-9b62-c10783458298,"Чарівна деталь. Я була приємно здивована, коли приміряла це. Я приміряла її через деталі, але не покладала великих надій, бо на вішалці вона виглядала безформно. Я дуже помилялася. Вона сидить чудово. Гарно драпірується, ідеально облягає плечі і не розкривається завдяки прикрасам. Спереду є маленька застібка, де тканина перехрещується, тому ви не будете надто відкритою. Мені дуже сподобалася ця особливість. Рукави на мені 3/4, але мені це подобається — приємна зміна. Це дуже відмінний стиль...",1,fit_and_sizing
29ea705b-b36d-5e9c-88b2-d4747bf0281e,"Disappointed This dress has been in my inbox for a long time and when it went on sale i purchased it right away. i am a size 4 petite in everything retailer and have not had a problem with fit, if anything i might have to size down. i purchased a 4 petite in this dress and i couldn't zip it all the way up. it was as if i was trying to get into a 0 petite. i don't even think a size 6 would fit. there is something not right with the make of this particular dress i received. even if the fit was perfect i didn't",0,fit_and_sizing
4775ccd7-b526-5f19-b5c6-d1d53c4718e9,"Чудовий дизайн. Я обожнюю цей купальник — колір, візерунок і покриття! Матеріал для мене незвичний, але його легко одягати та знімати. Моя скарга полягає в тому, що, хоча задня частина виглядає чудово, спереду немає ущільнення. Для купальника з повним покриттям це залишає мало для уяви. Я розриваюся між тим, чи варто його залишати.",1,fit_and_sizing
dd25677a-88ad-546d-8b8f-5a6e971095ea,"Unique design Loved this blouse when i received it after ordering online! the cut and style of the blouse is so cute and looks great with jeans. it is well made but it is see-through so i had to wear something under it. otherwise, really flattering, unique design!",1,style_and_appearance
34d531b6-e397-5853-9626-f3ff53b5a86f,"This dress is absolutely lovely. i couldn't leave the store without it, even though it was full price and i have a million dresses. it's just that great. i am 5' 8"" 130 lbs and bought the small",0,overall_wearability_and_value
ef0def5e-f275-581e-94c9-7768ec588562,"Гарний светр, але... Я люблю цей светр, то чому ж така низька оцінка? Хоча мені подобається матеріал і колір, він повністю втратив форму ще до того, як я вийшла з дому! Я ношу розмір 6 / S, і він виглядав на мені як клоунський костюм ще до того, як я дісталася до своєї вечірки. Я планую випрати його сьогодні ввечері і дуже сподіваюся, що це поверне йому первісну форму і збереже її.",0,fit_and_sizing
16da4fab-fcea-5064-a3ae-0b310d7190bc,"Unless you are twiggy, this is shape less This dress hangs horribly. unlike the photo, the waist does not cinch. too bad. the colors are great and the quality of the material is nice. because i bought it on sale, i may try to tailor it to work, but unless you are willing to do that, its a no go. :-(",0,fit_and_sizing
de804a85-9f46-5c83-bfe1-102fcb7ce3d4,"I purchased the purple color Cute socks, very comfy as well. good quality in person.",1,overall_wearability_and_value
e4fec8c6-a536-5eef-9e0a-31570bb3707f,"Дійсно зручні шкарпетки. Так, вони вам потрібні, такі зручні – і чудово перуться – для тренувань, прогулянок або просто чудові для сну.",0,overall_wearability_and_value
8827e7d0-7954-5f3d-800c-04c49a11a852,"Cozy sweater in a boxy style This would be great on someone with a slim build. it's very true to size, it hits above the hips and runs pretty straight through the body for a boxy look. i loved the color and pointelle detail but on my thicker build it just sort of hung in a too-casual way. note that it is the kind of cotton that is likely to stretch with wear (and spring back with cleaning).",1,fit_and_sizing
0a886358-9f8c-57eb-8cab-a680c52a3347,"Дуже мило. Простий топ на бретельках з невеликою родзинкою, що додає цікавості.",1,style_and_appearance
7c8d85f4-3654-5516-a6cf-02429008d72e,"Чарівний як звичайний топ, а не для сну. Я купила це, бо хотіла сорочку в клітинку, яка б не була занадто картатою... вона відповідає розміру і чарівна! Я буду носити її на вихід, а не в ліжко чи для відпочинку вдома. Чарівні деталі на спині та плечах... це річ, яку варто залишити!",1,overall_wearability_and_value
560651da-7158-5fd5-bed1-87712e7a7c4f,Classic and cute I am always searching for effortless items. this is a cute and classic shirt that meets all those requirements. i actually really like the sleeves. it take a basic tee and elevates the style. i bought the teal but am also thinking about ordering the white too. can't go wrong with a classic white tee.,1,style_and_appearance
6ee4c15f-f984-5dc8-9413-b2d840c5bac0,Не дуже. На фото виглядає набагато краще. Я очікувала набагато якіснішу тканину. Ця тканина справді здавалася дешевою. Я очікувала кращу сукню за таку ціну. Фасон мені не пасував. Відправила назад.,0,overall_wearability_and_value
f9a89174-33d2-5034-94ec-b9b4b6c51ece,"Чудово! Мені дуже подобається цей топ. Він виглядає так мило і красиво, і ідеально підходить, щоб прикрасити пару джинсів. Якщо ви невисокого зросту, він може бути трохи довгим, тож майте це на увазі. Я його обожнюю!",1,style_and_appearance
bb932249-653f-57c9-83d1-8ae8e738ee7b,"I wish i could wear this sweater every day! it is extremely soft. runs large. 5'9"", 130lbs, bought a large and it was way too big, but i successfully shrunk it in the dryer. sleeves are too bulky. it's not perfection, especially the sleeves. the photo shows the models with the sleeves pushed up. there is no way you could do that. they are almost like bell sleeves, and the material stretches like crazy. wish i had ordered down, but still love it.",1,fit_and_sizing
403db106-44a1-5f8d-af83-35efcfec6514,"Літня накидка. Це абсолютно топ на один сезон. Матеріал дуже тонкий і легкий, з досить глибоким V-подібним вирізом спереду. Я використовую свій як накидку для купальника, і з радістю повідомляю, що строкатий візерунок на бавовні приховує піт(!) Коли я вперше одягла цей топ, я поєднала його з джинсовими шортами, і поділ повністю закрив шорти, тож це була скоріше міні-сукня, ніж довга сорочка – що цілком нормально. Якщо я одягну його знову як топ, а не як накидку для купальника, я просто одягну під нього шорти для йоги.",1,overall_wearability_and_value
83cd63eb-8fdb-5761-9bb3-e0a0fbee002c,"Занадто прозорі. Я замовила їх у розмірі M (5'8"", 140 фунтів), і вони відповідають розміру: сидять добре, не тісні й не вільні. Проблема, яка у мене з ними виникла (і причина, чому я їх повернула), полягає в тому, що матеріал, хоча й зручний, повністю прозорий; якби я спробувала вибігти в них за поштою, весь район побачив би мене без штанів! Крім того, вони не білі, а молочні (і досить жовтувато-молочні), тому ці домашні штани не виглядають так мило з особливістю",0,material_and_quality
3a028035-c8e9-5f7f-9a08-2c74e737114d,"Візерунок тканини може бути перекошеним. Ця тканина така ж, як і в сукні-свінг з високим коміром від Maeve. Вона легка та еластична. Проблема з цією конкретною сукнею полягає в тому, що візерунок на тканині буде трохи відрізнятися на кожній сукні залежно від того, як був вирізаний візерунок під час її виготовлення. Мені довелося приміряти 5 різних суконь, щоб знайти ту, яка була вирізана так, щоб візерунок виглядав і лягав правильно під час носіння сукні. Звідси 4 зірки. Ліф на підкладці, але сама спідниця – ні. Вона не просвічується. Мій зріст 5'4"" і вага 120 фунтів.",1,material_and_quality
c53909aa-c316-5e3b-a41f-ec8abd99e700,"I love the look of this jacket. it's incredibly soft and fits tts. i love how it's a little different and fun. however, it's already pilling after 3 wears. probably have gotten a total of 15 hours of wear out of it. i am so disappointed. for this price point, i would have expected better quality.",0,material_and_quality
47f2c262-42d4-57ba-b075-21ec37fb42ed,"Просто ніякий топ. Я замовила цей топ, оскільки він так мило виглядав на моделі. Коли він прибув, я була в захваті, щоб приміряти його, але коли я це зробила... ніякий. Колір тьмяний, а топ великий, не кажучи вже про те, що матеріал занадто важкий для топа з короткими рукавами (плюс він на підкладці). Я дуже хотіла, щоб він мені сподобався, і розмірковувала, чи не намочити його, а потім покласти в сушарку, щоб трохи зменшити. Зрештою, я вирішила, що воно того не варте. Дуже шкода, адже ідея була гарна. Просто підвела реалізація.",0,overall_wearability_and_value
7a5a959b-dbe2-593e-b72b-5fa492a87137,"Поганий дизайн. Цей комбінезон такий милий і чудово виглядав на мені. Мені довелося його повернути через поганий дизайн. Його було надзвичайно важко одягати та знімати! Там так багато ґудзиків, які потрібно застібати та розстібати, що не так просто, як кнопки! Тканинні ґудзики, безумовно, надають комбінезону чудового вигляду, але для легкого доступу повинна бути блискавка збоку, або використовувати кнопки замість петель для тканинних ґудзиків. Яка ганьба для такого чудового та стильного дизайну з якісного матеріалу, але воно того не варте, якщо його важко",0,overall_wearability_and_value
73b4836b-65b8-59ec-b97e-f16dce2cb50a,"See through! I read all the reviews about the fabric being see through, but liked the dress enough to give it a shot. it is soooo see through. this trally could only be worn on a beach. very disappointed.",0,material_and_quality
a3257297-62ae-5d7b-8155-7ceab67cb31f,"Дивний крій. Кілька тижнів я вагалася щодо цієї покупки. Боячись, що мого розміру вже не буде в наявності, я замовила цей чудовий топ. Коли він прибув, я одразу ж розчарувалася його кольорами... на відміну від яскравих кольорів на фото, кольори топа були тьмяними... скоріше коричневими, ніж помаранчевими, і сірими, а не лавандовими. Якби крій був кращим, я б залишила цей виріб, незважаючи на його колір. Він дивно скроєний! Хоча він трохи великий, я відчувала, що топ погано сидить у верхній частині грудей і",0,style_and_appearance
c1412251-3881-5fbb-8c1c-d549ed6687ad,"Чудове пончо! Дійсно унікальне і легко поєднуватиметься з багатьма топами/низами. Я згодна з іншими рецензентами, воно колеться, але таке супер миле. Ціна зі знижкою – вигідна пропозиція. Я вже планувала носити його з довгими рукавами, тому колюча тканина не повинна бути проблемою. Я взяла розмір XS/S, мій звичайний розмір.",1,material_and_quality
c68c421b-968c-555b-9803-8d3b30527a09,"Super cute and super small I adore eva franco but these are just not thoughtfully designed regarding fit. i wear a size 12 and took the risk of ordering the 12 as a popback, but they do fit 1-2 sizes small. i could get them zipped but it's not a good look. i feel like the waist would fit if the rise weren't so short. for reference, i have a 33"" waist and 42"" hips.",0,fit_and_sizing
0cd1bda4-abf9-5469-ae76-fc227ed01b1a,Nice wardrobe staple The material is soft and the length is great. you can wear it with short or skinny jeans. the only drawback is the color because it is so light. it is pastel so if you like pastels it will be great for you.,1,style_and_appearance
e35f22ad-3070-50f9-a37d-9fbba7910e69,"Beautiful jacket and well made.... I bought this jacket in a regular and returned it to the store where they had a petite, it is lovely. i live in ca so it is perfect for an evening out.... remember not to buy this for warmth but a light cover up. it makes an outfit out of anything else you might want to wear. looks great with black under it or off white.... also looks great with the beautiful soft pinks that are out this season... or cranberry.... you will love it...",0,overall_wearability_and_value
e3e6cf37-dbb9-521d-a772-97ae01f317a6,"Дивна сорочка. Ця сорочка була дивною. Краватка-метелик була занадто тонкою, а крапки занадто домінуючими на сорочці. На фото моделі вона виглядає нормально, але коли я її приміряла, метелик і крапки просто не поєднувалися.",0,style_and_appearance
dc9c0bbb-bfa9-50fc-bc7a-c8162157ac49,"Весела футболка з квітковим принтом. Я приміряла сірий візерунок у магазині, і він дуже м'який та гарний. Тканина гарно драпірується. Однак довжина була занадто великою для мене, тому я зайшла в інтернет, щоб знайти його в розмірі petite, але більшість розмірів petite розпродані в сірому кольорі. Я купую у цього продавця, тому що мені подобається, що багато їхніх моделей доступні в розмірі petite, однак розміри petite, здається, розпродаються набагато швидше, ніж звичайні розміри. Я сподіваюся, що продавець зробить нам, невисоким дівчатам, послугу і замовить більше розмірів petite, щоб",1,fit_and_sizing
790b7ac1-b1ac-5edf-9d35-4a532e886c3e,"Я згодна з іншими відгуками, що бічні розрізи зовсім не представлені на зображеннях. На щастя, на момент мого замовлення було опубліковано фото пальта в Instagram, яке дуже чітко показувало бічні панелі, тож я не була заскочена зненацька. Мені подобається, що панелі дозволяють легко рухатися, але коли дме холодний вітер, було б добре, якби їх не було. Це пальто – чудова річ для вечірнього виходу, але не настільки для повсякденного носіння, якщо ви шукаєте щось тепле і",1,overall_wearability_and_value
3e06296f-b091-5bd7-943d-8fafc1461e4e,"Nice material, hits high waisted, mine was a return that was not repacked and was just balled in the bag and was so wrinkled that even if it looked good, you couldn't tell. very disappointed to have it arrive in that condition-so not typical of retailer.",0,material_and_quality
7ccb5b18-bed4-5f90-a062-c672f0135bf3,"М'які та затишні. Супер затишні! Тепер, коли наближається холодна погода, я, ймовірно, буду носити їх щовечора, відпочиваючи вдома!!",1,overall_wearability_and_value
8e4bf9ee-c2a6-5c80-adcc-311c7a7f0192,"Це чудовий візерунок на м'якій футболці. Крій схожий на те, як вона виглядає на моделі, зовсім не облягає. Варто зазначити, що вона досить прозора. Якщо я ношу бюстгальтер тілесного кольору, це не проблема, але якщо ви носите будь-який візерунчастий або контрастний бюстгальтер, це очевидно. Я припускаю, що можна було б носити майку під нею, але для Флориди це занадто спекотно, і я думаю, що це суперечить призначенню футболки. Загалом, я дуже задоволена цим, хоча я також дуже-дуже щаслива, що отримала це",1,material_and_quality
34512d1f-643f-5032-ae6e-a7c5e04393b0,"Чудова сорочка, але погано тримає форму після прання. Я отримала цю сорочку і так сильно полюбила її з першого разу, як одягла. Вона гарно спадає і є легкою базовою річчю, яка чудово виглядає. Однак, після того, як я випрала її вперше, вона стала липкою і прилипала до мене, і не сидить належним чином. Це така ганьба, тому що я була в захваті від неї як від доповнення до мого гардеробу!",0,overall_wearability_and_value
0d2f941b-5b07-5034-9590-494fcdcf26e2,"Беріть на 1-2 розміри менше. Зазвичай я ношу розмір M-L (170 фунтів, 5'4"", 34DD). Я замовила цей топ у розмірі M, знаючи, що він великий, і він величезний. Серйозно, я могла б носити його як сукню. Мені подобається вільний і зручний топ, але цей настільки масивний, що виглядає неохайно. Я спробую повернути його і обміняти на розмір S. Гей, мені подобається, що я можу носити S! Зелений колір справді гарний, і він такий м'який. Просто потрібен набагато менший розмір.",1,fit_and_sizing
