id,recommended,reviewer_segment
2d8ac5e3-a82d-5c46-b2fd-d36956139fec,0,overall_wearability_and_value
164582bc-a1cf-55e8-b84b-a90f00092282,1,overall_wearability_and_value
fb8a574b-4503-507d-84c6-0fee87e18f9c,0,style_and_appearance
880bef6f-9bbf-5309-be75-ce017d1bb8d6,1,overall_wearability_and_value
7d351a7b-1f46-5f20-a127-63224f0e2e22,1,overall_wearability_and_value
a88cbd8e-49b1-5dbb-9010-a7b7727a2056,1,fit_and_sizing
90ad2880-f044-512f-88c0-142fc4b43b42,1,fit_and_sizing
5f768d30-b54c-5446-bd5a-36ae28614451,0,style_and_appearance
865e867f-4f34-5abd-bd8f-42aaae65e23f,1,fit_and_sizing
ff1624a5-5a84-5427-b83a-e9e7a1526b28,1,material_and_quality
12f8f815-cba3-547c-b9c8-082daf9c2de4,0,material_and_quality
4dd17367-ea75-5b8d-b9c0-e001128c7ad9,1,style_and_appearance
81998160-18b4-58ee-9833-8aaea85a48af,1,material_and_quality
dd1f74e3-86c0-58f7-b7f1-abac49ae4b69,0,fit_and_sizing
3eb6ce74-4f25-5554-8c44-590a4d6f4d5e,1,fit_and_sizing
a02c0770-4fed-5157-bd9e-f3a3bcff01d6,0,material_and_quality
a4d827bf-6f2d-5d22-95c4-67d70f06d29d,0,fit_and_sizing
534dbb58-9f31-5142-8bd8-af7615faaa02,0,style_and_appearance
693015d1-ba97-5f9f-9bee-65a4180b4986,0,style_and_appearance
4d2ee553-987f-52b7-a62b-7cb15cb9e47b,1,fit_and_sizing
8605c902-ccfd-54fd-9627-75fb96176a83,1,material_and_quality
3d76c351-1ef8-511e-ae58-df259c72011b,1,fit_and_sizing
ba06c02c-b6ec-5bff-93e7-898c201c8044,1,material_and_quality
65715249-72a6-5a1d-838e-2dbae83d34f7,0,material_and_quality
ca2e3bd9-e8c4-5b9d-a1b4-90eaefcf8201,0,style_and_appearance
b0a77b90-eccc-518e-8592-37bd63d9f865,1,style_and_appearance
94e09248-0c15-54d6-a72e-7e870798f0d0,1,style_and_appearance
bbb3c6e7-53d1-5683-9bf9-5332dde7e728,0,fit_and_sizing
0d3ebc3c-0694-5073-b91b-f096a3a4fe03,1,fit_and_sizing
18b4aded-2dfc-5393-8ee8-952dc10146c4,0,fit_and_sizing
c2af6776-776c-5980-9829-4bef4246470a,1,style_and_appearance
6a9ef359-c26e-5c30-828c-3107bd5eb546,1,overall_wearability_and_value
2a770772-b5bd-57ae-839a-5f16cb1962df,1,material_and_quality
1270f03e-5e95-5719-9613-bb199daa0c00,0,fit_and_sizing
1bdeee2a-06f1-50aa-962d-16f6938dfe77,1,fit_and_sizing
fe552e35-18ff-56a9-9ab0-5e6f20abde92,1,overall_wearability_and_value
6ea7a5ad-f8d4-594b-8318-1c1d656e4e3e,1,fit_and_sizing
03b8d57f-443d-599f-b833-de13f8996696,1,style_and_appearance
c53759e1-c37f-54f0-a0b6-85e4f4d234ff,1,fit_and_sizing
8ee0e781-5afe-5f05-92ad-0c74e99a79dc,0,fit_and_sizing
48145b72-41d1-5128-b7ef-271b5a7056a0,1,overall_wearability_and_value
1895e8b6-776c-5b42-bde0-78ee327fdace,0,material_and_quality
163df6a8-6e22-5c2a-baf8-8dbf0bf7768a,1,fit_and_sizing
d65af99f-f962-561b-b72f-445ba364d1e8,1,fit_and_sizing
38dd11a6-a51d-58b2-bc7e-a03e4e588195,1,fit_and_sizing
534fb2ee-4327-51df-a666-66aa90de0beb,0,fit_and_sizing
4ab5475e-9a11-5b9f-ba44-8cb42b177ef9,1,material_and_quality
768cff6b-d242-57fb-af20-33bcb19af574,1,fit_and_sizing
49ed9031-bb17-5f44-ac92-650f7bff3322,1,material_and_quality
b8973bfb-21d1-5cee-9fb2-2d6c486b0307,1,material_and_quality
4ab04edd-8e49-5e13-b434-dc7be67c1786,0,fit_and_sizing
47547847-3e04-5565-b21b-dac14ece422a,1,material_and_quality
c23be788-15c9-5c34-9b22-e3291fbbadaf,0,fit_and_sizing
57746efb-7849-55fa-8b31-d6d42d9c528e,0,material_and_quality
8f01a6a4-f9b0-5610-a143-f1c2a8f9dd85,0,style_and_appearance
dfc06b5a-6fc1-5084-bb2b-231dccd56dc0,0,fit_and_sizing
17448e6d-b592-5ca6-8953-5e06e7fd3c91,1,style_and_appearance
a13da118-e738-519c-8bd7-28f241079d37,1,fit_and_sizing
67626660-d9dc-5eda-a921-375699a276c1,1,overall_wearability_and_value
c654b806-3694-5608-947f-d98464fda786,1,style_and_appearance
3dfaa6cc-1a9b-50ff-a332-feb99167eb35,1,style_and_appearance
1496a23e-daf3-544e-b778-eb3cd0683566,0,fit_and_sizing
4b405208-7401-5e1b-82be-088437fbf0c7,0,overall_wearability_and_value
851d19fb-4945-5cd3-8cbb-e57c087e1d08,0,overall_wearability_and_value
53a305a5-e912-5492-a97b-46a50ff19f90,1,fit_and_sizing
516f468a-75eb-564a-aaa2-a0665015668b,1,fit_and_sizing
f2f6cdc7-cf28-5e3a-ba0c-3a0da07aa5a2,1,overall_wearability_and_value
6760c8a6-af64-54ae-a91c-f5f98f0f6052,1,fit_and_sizing
3c5130d5-1935-5639-aad7-3fd9778c9972,0,fit_and_sizing
65ad2808-7b3a-5e98-8462-55ce98e36705,0,style_and_appearance
ffd5ef1c-1f8f-5738-8332-0849520f7073,1,style_and_appearance
56cea60a-c20b-5ad5-8598-b10645266e7c,0,fit_and_sizing
6c9a826f-fcca-5790-b512-76cbb57f80af,1,overall_wearability_and_value
aa55f218-590d-56db-a374-bfe270ace76e,1,material_and_quality
9c5232c9-e8af-53be-a837-ebd939b4f6ad,1,overall_wearability_and_value
a01695d4-0887-549a-b4f8-4930316e07b4,1,fit_and_sizing
287beeb3-2514-5383-ba84-a7c9c3a0e476,1,fit_and_sizing
f7b71aa6-457d-5478-9b0a-0b5fd96a4405,0,style_and_appearance
f495db3b-050b-526f-a82b-53e0ed9c2511,1,fit_and_sizing
50173d45-3259-5ca4-98ff-ea358e54d3ae,0,fit_and_sizing
7dc18940-0f30-5e73-a348-d5e01f25cb10,1,fit_and_sizing
d12f8c19-aff5-5478-8e4d-170fb34eedab,0,fit_and_sizing
b46990b8-af2a-54d1-a376-cadddf8e636c,1,overall_wearability_and_value
89474e76-ef8d-542e-96f1-c474960b7389,1,overall_wearability_and_value
262ec189-12ea-55a0-93ae-8650cf5e2dde,1,fit_and_sizing
6dfa233e-40d8-54e5-a610-5235f1d11f3f,1,style_and_appearance
6447c2dc-f140-5c1c-a802-8f467b97f13f,1,material_and_quality
b800412b-06c7-57cb-a729-70f81a9f715d,1,material_and_quality
b836bfd2-ed88-5a54-9966-5645e3245aa1,1,fit_and_sizing
7659d6e2-c2ec-5230-8077-56b5b4db7a06,1,style_and_appearance
8d38d85f-709d-5581-9093-c0fa6be9cd0b,1,overall_wearability_and_value
971db9db-b4cc-545a-bb9a-a8dd897ed137,1,style_and_appearance
11cf1fed-bd04-52b6-b1d0-7434844a7880,1,fit_and_sizing
083f2f08-e5f8-54c0-841e-0c85d94577b3,1,style_and_appearance
93866485-68c4-5cf6-ad53-c08fa4b1fb2a,0,overall_wearability_and_value
479d8593-a95e-5b44-b179-7791da29ac14,0,overall_wearability_and_value
28ee54e6-d4f0-5ffa-bac4-14feb0ff5b6d,0,material_and_quality
789a38a8-3658-54df-824b-9c8b5d4640b8,1,overall_wearability_and_value
0254a403-a007-5fa2-bbf9-cc44450302a0,0,overall_wearability_and_value
f4b2b018-5aa1-5d5b-92da-4d00e578ff98,0,fit_and_sizing
73b1511f-e9c6-5358-ad79-137f678e4f52,0,fit_and_sizing
cd67e5a1-3809-5150-b4f1-60afa9eae1ed,1,fit_and_sizing
179030a2-7b85-54fa-ac23-6c88b76b4182,1,style_and_appearance
9b05750a-babe-5b5a-9f5e-f5d6ec5e62b6,0,style_and_appearance
7996dea3-4769-592e-b63c-a65377af1e01,0,fit_and_sizing
3d34d59a-bcb6-502b-b918-31954eda49ae,1,style_and_appearance
78d33d8d-3bdc-5163-9a0e-efc3cdc2ee0f,1,style_and_appearance
e62c6564-39e8-5ee7-b64b-6560ef4ce307,0,overall_wearability_and_value
7c7afe5d-d8f9-5d0e-aff3-f5e3d347903f,1,overall_wearability_and_value
4165e982-91c3-573f-883b-0bcf7b396954,1,overall_wearability_and_value
2dd6b515-c91c-594c-973e-fce59a11b15f,0,fit_and_sizing
b3164d90-5d61-5035-9cba-8fc7210f3c32,0,style_and_appearance
5f3665c0-4ab5-5221-a9ee-0155507b84ce,1,style_and_appearance
391c34aa-a0eb-5b5d-a27f-76791e59d8aa,0,fit_and_sizing
abe5cc0d-ee99-590e-9d34-41dcc5920b4d,1,material_and_quality
7456742c-db1c-5ec3-a470-d44ae2e90db2,0,fit_and_sizing
65effcf3-4587-53b3-b73a-bc57dab2668d,1,overall_wearability_and_value
cc5481b3-6a88-55bc-9f0f-5b0419a7d476,1,overall_wearability_and_value
1b7c85e6-81ae-59c3-8eba-60a10380cc13,0,fit_and_sizing
4358861b-0317-580c-9448-27b7e365ac20,1,overall_wearability_and_value
c667567a-dadb-5878-badc-2a939e7e8043,1,overall_wearability_and_value
ce6f74ee-7ff3-50ba-980b-5e7aebcfbccb,1,fit_and_sizing
ecc64c29-9e57-5128-96d7-6dbaa07d0439,1,overall_wearability_and_value
6002d9cf-2859-570e-86b1-e09dc178f9a7,1,fit_and_sizing
f0df033d-6710-517b-891e-5d7fd816091b,1,fit_and_sizing
d9eab677-f831-5642-9298-6ff7105b8c0d,1,overall_wearability_and_value
6a01875b-db39-514b-af7c-641c52d1a4ce,1,material_and_quality
7247fa7d-82c0-5e24-ab37-ae5fe6ab9635,0,material_and_quality
8f7feb36-7424-5352-aa73-6171635515e9,0,material_and_quality
e4b4404b-880c-5077-9313-f402b816b2e0,1,fit_and_sizing
3bd9e878-556b-57b6-91e4-66520b190165,0,fit_and_sizing
3a7243b8-cb2f-5000-abc3-27f84b01526f,1,overall_wearability_and_value
0e6b7eb5-f4cb-5221-b4f0-3f2162c6af39,0,material_and_quality
afc97788-9da6-515b-8b6c-a60bf6c74192,1,overall_wearability_and_value
4a0e080a-6aef-5c54-b3fd-7a2c6cf94126,1,fit_and_sizing
87371556-73cc-5fdd-9d9d-3284bee80619,1,style_and_appearance
75697db1-39e5-5399-91f0-d55743ebcb13,1,overall_wearability_and_value
4fe2c6db-678c-5124-8aa9-b782c8585e2e,0,overall_wearability_and_value
05bf46b3-d145-5f13-a11f-18164d1e7c9b,0,style_and_appearance
c932ca01-3347-59e2-a936-894a8db812c7,0,fit_and_sizing
bb94745b-df1f-57da-b288-45c9d1f6295c,0,fit_and_sizing
33fe2aa4-8698-5616-b168-ee163b4b9cc1,0,fit_and_sizing
345edc35-4c24-584f-aa2b-c6d9cec70578,1,style_and_appearance
6fa978f5-f896-595d-8040-a0dd021553f1,0,overall_wearability_and_value
d288914a-27d4-53a0-9a87-b85f97a0c67c,0,style_and_appearance
f5ab2e0b-a29b-5e22-9399-1640bfba4dae,1,material_and_quality
db844eff-12f9-50b3-b921-7262d44982ab,0,fit_and_sizing
3c9783fd-a1c0-5caf-a244-b2f82397b2a2,0,fit_and_sizing
196f352a-e170-5fe0-af92-bedd9462a789,1,fit_and_sizing
5bca1559-b1b7-5373-814b-d639e78b5d88,0,fit_and_sizing
6c47d446-3315-5f9a-87bf-9930129187e2,0,fit_and_sizing
7086d094-b271-5d0a-a712-b1988d0781c0,1,fit_and_sizing
7a1c91c5-38de-5edf-aa5e-99abedafb9fb,0,fit_and_sizing
9f8e90e8-1023-51c5-9f7f-3acb8fe2f2fd,1,fit_and_sizing
63701d0a-37cb-5d04-b7ca-55c7a0d66c10,0,style_and_appearance
042eddf7-beb9-5ae3-bc3b-264ca2427ffc,1,fit_and_sizing
40fc63ba-354e-5082-9e39-1dd4334799f5,1,material_and_quality
8d8be436-c637-5da6-b80c-f4912b9e0707,0,style_and_appearance
55adb9bc-842a-5199-9ec0-14b92d54a83c,0,material_and_quality
6c3bd312-ceb1-55a7-b179-b09e555d7ac7,1,material_and_quality
11e03d56-c2cd-5efc-b0e1-8ea29a200282,0,material_and_quality
74e42c41-40d7-5d4e-9ff5-105d5d025f52,1,material_and_quality
3d40b48c-a1cc-5782-976d-a8e30868cd86,1,fit_and_sizing
09a75a47-bbd2-5a70-914f-4e61726922fb,1,overall_wearability_and_value
4316442f-d957-5d5d-9d4c-cd8546a92c8c,1,fit_and_sizing
275dbb12-7f52-594b-832d-9251275c8df0,1,fit_and_sizing
d77d87d6-f395-53c4-bc66-623616f5b000,0,overall_wearability_and_value
c022664f-ffec-5af7-af0e-1d79825639fa,1,overall_wearability_and_value
a941912d-24a4-5d8a-b8d9-3ecc9a1242a3,1,style_and_appearance
479973cb-80a7-58aa-b474-892be5ffd51a,0,fit_and_sizing
4616be4c-3df6-5bfd-8950-0598ca7c9fba,1,fit_and_sizing
aa1f2ff2-8d5c-5c53-80d4-440c8a8e173c,0,fit_and_sizing
795cbfc2-6a1f-5ec1-b3a6-2fbf908a453c,0,fit_and_sizing
b2ce03f3-fde4-5ebb-8c87-1fe055232cb9,1,material_and_quality
a3dfe20e-151e-5b2b-bf4a-01a2565729bb,1,overall_wearability_and_value
f590e2e0-a0a5-5980-9935-5035aaf8f8f4,1,fit_and_sizing
7f336844-7f04-5489-9582-a4e25c69cf44,1,fit_and_sizing
b32b0c58-a19b-5631-8f5e-98bca3c373de,1,material_and_quality
d643c257-5979-5fdb-b907-82dba9776864,0,style_and_appearance
8d6f456a-6a6a-5425-a426-a06376b87762,1,material_and_quality
8fc7863e-0d4d-5da7-8cdc-7d459a3398b5,1,style_and_appearance
7aeb480a-5648-5ed7-9e35-ef9606e05048,0,fit_and_sizing
927462bc-f789-5db1-bd6a-a7a6f40b7af1,0,fit_and_sizing
e27b0c1c-acbf-50a3-91b8-6836bc93a6f3,1,material_and_quality
f141b0b1-e520-5394-b449-ea479d8bd331,1,fit_and_sizing
72daeda0-f68f-5700-a6e7-d9a3d70ef407,1,overall_wearability_and_value
da63fa14-80a2-5672-b718-95051cb3b16c,1,material_and_quality
c5c3f1cb-283e-58c9-9227-c55fa9be8163,0,style_and_appearance
33c39dca-7507-5bb1-99ab-db7962ed70c0,1,overall_wearability_and_value
67f9174c-8d81-5a5f-a86b-f433aadf711c,0,overall_wearability_and_value
f5ee27da-d69d-5e3b-9339-0636e87c8d6e,1,overall_wearability_and_value
8b58978f-20cc-5966-bd53-8064a8433bc9,0,fit_and_sizing
f24ae113-cd55-5d76-86b6-061489116c12,1,overall_wearability_and_value
8bc77055-f1ba-53d2-ab47-7d0e88f23990,1,overall_wearability_and_value
73a61e81-bcbf-5cc1-b136-eff71d81b533,1,fit_and_sizing
1f194d9c-a410-5856-857e-b82138c6fee2,1,fit_and_sizing
36d8019f-f8cc-5efe-92b6-e14121c9fa61,1,style_and_appearance
98c520bd-b20f-50b7-8be0-d3069dae9b4f,1,overall_wearability_and_value
4040e486-10da-5a7e-9d19-8191b719d1a2,1,fit_and_sizing
07d65fde-e065-5378-8e14-19b41aa13142,1,fit_and_sizing
2ae02c0f-04cf-5fc9-88d7-a61a12bc07af,0,fit_and_sizing
50ce95c1-4514-5faf-b7d5-dffc21a4491d,1,fit_and_sizing
88236864-9660-5f73-b04f-47be519be186,1,fit_and_sizing
2a9c9807-8d3a-50eb-8975-79fecc00eebd,1,fit_and_sizing
35e4179b-8a5f-5444-a9fd-a12c43fa7e9e,0,style_and_appearance
701e0982-a503-5e1a-9dc0-a026ee6b5573,0,material_and_quality
4196030a-c22e-59e8-ac65-4f7269f37132,1,style_and_appearance
5d234feb-9219-5114-8f10-39cb92ee1bf8,1,fit_and_sizing
e7f1ab4b-a84c-54e4-bdae-b81184d1108e,1,overall_wearability_and_value
33845e06-9fcb-5354-b3c2-585c2f434045,0,fit_and_sizing
b8c1e68a-ec8b-5c1a-860c-8ada15c0c4a8,1,style_and_appearance
d3af8b68-81ee-56cb-94b1-64d5ce7b1260,0,overall_wearability_and_value
18459868-af43-5eca-87a9-bc96b7fc7091,0,fit_and_sizing
c8a8e300-58f8-564d-ac7d-bdf70e1c47ce,0,overall_wearability_and_value
ebf67a00-3812-5a6d-b885-de8ff6ac4e44,1,overall_wearability_and_value
af5a4f3e-0053-5caf-9dee-4fa4464ca263,1,fit_and_sizing
c77f9c81-4239-5849-902b-289f77401ddb,0,fit_and_sizing
bf287890-4699-5447-ba92-0f372033cd5b,0,fit_and_sizing
c09410cf-00f0-540c-8a4d-8d9713824d83,1,fit_and_sizing
120d442a-c57a-50fa-b849-92d9a51d1343,1,material_and_quality
e59093b2-4bdf-502a-97e7-404321471ed6,0,fit_and_sizing
8f27d703-7612-51ee-97c0-783d4ca660cf,0,fit_and_sizing
68d7e97f-4a3e-5b45-af5a-1c1237985637,1,style_and_appearance
b4bfe290-83bf-5249-9fbb-dc585cc4e819,1,fit_and_sizing
e3e729c0-f0e2-53e2-bf98-db6f683e0450,0,style_and_appearance
cf718466-8e90-5057-a154-294655afa48f,0,fit_and_sizing
a9eb9cfe-a0fc-5c8a-8265-0a1c2ebe7fc5,1,overall_wearability_and_value
cfaeb6bd-8b15-596b-9d83-a85faa07d4c6,0,fit_and_sizing
cc6adb3c-0f4f-5665-a93c-81828ce1b2e8,0,overall_wearability_and_value
dc7850ea-fa65-52d4-be17-2d78fc9f669e,0,style_and_appearance
c942c066-f781-5863-857f-a2ea030598e9,1,material_and_quality
5d759e92-572d-5749-99ca-bd0679293b51,1,material_and_quality
0bfa9f12-f55f-5ee8-9c74-4926d68efb54,1,material_and_quality
4323afa8-db93-57f9-858f-413c3da6c9dd,1,material_and_quality
29864127-1cd2-51fa-ab7f-32533bbe6934,0,overall_wearability_and_value
53dbf948-6381-51e5-9e28-a7e7894f026f,1,style_and_appearance
144fc622-d0d9-5c40-8336-03ffbf6b569b,1,fit_and_sizing
eee9b0d4-ac95-5ed7-8625-f18a5a41793d,0,fit_and_sizing
03dd3835-1644-599b-a13b-7db4bb949869,1,fit_and_sizing
31f339f8-9b9a-5d18-9e12-dc0e03a87125,0,material_and_quality
063c04ee-e229-5398-b202-00aa8effdcc6,1,fit_and_sizing
27a2c08f-3efe-50cd-b6f4-3e31965fa39b,1,fit_and_sizing
0aa28a19-e5a3-5c7f-a1e4-24522f762e61,1,overall_wearability_and_value
66823af5-57fd-5d35-9483-f026e64c188f,0,fit_and_sizing
a2c9a2e2-d991-55d2-9123-9d1a46dbe3bb,0,fit_and_sizing
f2a4c17f-60c1-5644-bc18-7f326bbf3a3b,1,fit_and_sizing
f75112d2-d241-53b4-83f9-5b880dad829c,0,style_and_appearance
d050b80b-8949-5da1-93dd-d3e8dd677508,1,overall_wearability_and_value
a8fbbe85-a294-5887-9e0b-abaa491946a7,1,fit_and_sizing
8ac594ba-9ff1-5c3d-92c8-66da034d9a38,0,fit_and_sizing
500c7393-879b-53bb-b264-3451e2871f05,1,overall_wearability_and_value
55529160-29eb-56ff-a137-f44379eb14b6,1,fit_and_sizing
3e6f945f-9218-59a9-87c8-730dcbbb49c7,0,fit_and_sizing
517276a4-f191-544a-b5d1-ce8aa8ee309d,1,overall_wearability_and_value
dfab6e15-73c5-5291-9411-3791aad497ec,1,style_and_appearance
3d418457-aa8c-56d6-a743-ac3a591e89a6,0,material_and_quality
a735a48f-a855-527b-9afc-dc919961d271,0,material_and_quality
834933ec-0cb0-5866-9e6a-4f435a7501e4,1,overall_wearability_and_value
b43636a7-54bb-557b-b309-1af4af75e590,0,fit_and_sizing
fda6f392-846a-5fe3-8a2e-b56d5221c171,1,fit_and_sizing
c570e6af-823e-5685-9925-930477b6689b,0,fit_and_sizing
db38c348-9a25-5685-8315-dcee7a89490e,0,fit_and_sizing
0a158f36-8dd9-5281-99c8-689afa85b6fb,1,overall_wearability_and_value
580c8c7f-4da0-56b3-ab96-ccde3656176c,1,fit_and_sizing
bec5855c-504a-55c0-8b94-abfca1ad1d94,1,fit_and_sizing
67f5fe5c-347d-55f4-b8ad-8f66e24d5c0c,1,fit_and_sizing
9c768ba2-b414-5f2e-a210-899ac6573a43,1,material_and_quality
85f7af9c-04a0-5f09-a7ad-0b6e26925dad,0,fit_and_sizing
65c69b26-f22d-5c46-a93a-97c79a3894f2,1,material_and_quality
06ff9b5f-e4a1-5f9c-abd7-44a8f857da68,1,fit_and_sizing
c79338aa-0c66-57b5-8743-10d51978c490,0,fit_and_sizing
d306091e-e3ef-5253-a94a-8fa62c0a9189,1,fit_and_sizing
ecba7698-57bb-50e8-9167-a8fff997b825,1,fit_and_sizing
bee7d367-af7c-5b39-82bb-6a7d8949c1b9,0,fit_and_sizing
51df823b-1baa-5959-894a-7fa13a5688a4,1,fit_and_sizing
80ff0bd4-283f-56ab-9e37-ea6a206720f5,0,fit_and_sizing
f4d66453-d24a-56c2-ac41-e3e331242e0e,0,material_and_quality
a92dc3cc-144d-55e2-ab0d-ce672bda7c2b,1,overall_wearability_and_value
d1458e29-4d66-559d-bb98-0f6069868928,1,material_and_quality
96038724-655f-53c5-ade0-901251e9533a,1,fit_and_sizing
7caf292a-f127-5e22-8c88-23222c2e6c83,0,overall_wearability_and_value
6fe8894f-88f2-588b-9f5d-ac5f2b7e82fa,1,style_and_appearance
0f4f96e3-959e-5a81-8700-9c27c38aa946,0,fit_and_sizing
a12d1a6f-d1e7-50a1-94e0-92d9a5b29b47,0,overall_wearability_and_value
3bdf0ba9-14e9-5d0f-a8f2-7b9836bd4363,1,material_and_quality
84251bee-6c9e-5722-9b46-d4d030a53292,1,material_and_quality
7a3a9e21-a5de-5bac-9ba6-913a1d089657,0,overall_wearability_and_value
39d8a6f3-fff9-52a3-a583-d0512b748d38,1,fit_and_sizing
07e4c14a-fb61-55ef-80de-dea458aa9ade,1,fit_and_sizing
c14f0115-c00a-566f-9f5d-764157aa63bf,0,fit_and_sizing
e21eea44-aeb5-5445-9afc-49370f1ff317,1,style_and_appearance
f7f0edfb-4699-5952-9df4-3a4ccb9d88d8,1,fit_and_sizing
6b71ad43-3540-55a3-a9f3-18d4ecaef221,0,fit_and_sizing
a6fcb556-8c6a-5de3-8c0b-f9feac6cd61d,0,fit_and_sizing
34f0e2a3-6b94-53ab-8a78-ab14b5748c28,0,overall_wearability_and_value
add34769-fee6-599a-a3ea-7c6f7427035d,1,style_and_appearance
de4dfb1b-946d-5f7d-8f20-635d92f0c684,0,fit_and_sizing
2e510c3a-0f05-51b0-9b22-83bf005cd31d,0,material_and_quality
67c1cc02-dc1f-5da4-af49-93af75ca4b3c,0,material_and_quality
e9fafa05-c4ad-58f7-9da2-26c9bcd2148c,1,style_and_appearance
b383207e-db59-512f-b40b-30917f42cc6a,0,style_and_appearance
c86a0a93-2345-5728-8591-d99115e59054,1,style_and_appearance
99b3cc49-c65a-573a-a045-ba27fedee8b0,1,fit_and_sizing
a08a08dc-0388-5a4d-a148-e82d64afcbdd,1,fit_and_sizing
6a9c77d7-c500-5de5-ad00-f7099f0b3287,1,material_and_quality
3e1f1a6b-a132-5120-b4f4-2ece27741295,1,fit_and_sizing
5e31a7b4-e456-52dd-8649-e7c32d183514,1,fit_and_sizing
f85e6d5f-88f5-58d7-899d-bc8df5646f2d,0,fit_and_sizing
9d5decfd-3fbc-5526-9fce-f3d2a710fe00,1,fit_and_sizing
15f077b4-7614-50ef-94de-9f88434cfe1f,1,fit_and_sizing
534fa6b6-b5ff-50b4-b64f-efb4cf9a1dd2,1,fit_and_sizing
